Incident Number,Year,Responding Agency,Initial Call Type,Final Call Type
23213322,2023,SPD ,TRFSTP,ARREST
23213387,2023,SPD ,VEHCHK,ARREST
23213661,2023,SPD ,TRFSTP,ARREST
23213828,2023,SPD ,TRFSTP,ARREST
23213980,2023,SPD ,TRFSTP,ARREST
23214221,2023,SPD ,TRFSTP,ARREST
23214302,2023,SPD ,TRFSTP,ARREST
23214314,2023,SPD ,FORG  ,ARREST
23214339,2023,SPD ,PERSTP,ARREST
23214354,2023,SPD ,TRFSTP,ARREST
23214390,2023,SPD ,PERSTP,ARREST
23214400,2023,SPD ,ATLDRK,ARREST
23214498,2023,SPD ,LOCSUB,ARREST
23214598,2023,SPD ,FOLUP ,ARREST
23214768,2023,SPD ,MVAUNK,ARREST
23215091,2023,SPD ,TRFSTP,ARREST
23215183,2023,SPD ,LOCSUB,ARREST
23215416,2023,SPD ,DSPUT ,ARREST
23215836,2023,SPD ,ASLT  ,ARREST
23215841,2023,SPD ,PERSTP,ARREST
23215961,2023,SPD ,TRFSTP,ARREST
23215991,2023,SPD ,BURG  ,ARREST
23216285,2023,SPD ,WARSER,ARREST
23216286,2023,SPD ,TRSPS ,ARREST
23216325,2023,SPD ,TRFSTP,ARREST
23216636,2023,SPD ,TRSPS ,ARREST
23216726,2023,SPD ,PTRLCK,ARREST
23216798,2023,SPD ,TRSPS ,ARREST
23216881,2023,SPD ,TRSPS ,ARREST
23217033,2023,SPD ,LOCSUB,ARREST
23217410,2023,SPD ,TRFSTP,ARREST
23217536,2023,SPD ,PERSTP,ARREST
23217716,2023,SPD ,NUDESU,ARREST
23217816,2023,SPD ,DSPUT ,ARREST
23217989,2023,SPD ,LOCSUB,ARREST
23218538,2023,SPD ,SUSPVE,ARREST
23218609,2023,SPD ,PERSTP,ARREST
23218612,2023,SPD ,ASLT  ,ARREST
23218718,2023,SPD ,PERSTP,ARREST
23218834,2023,SPD ,TRSPS ,ARREST
23219212,2023,SPD ,LOCVEH,ARREST
23219561,2023,SPD ,PTRLCK,ARREST
23219614,2023,SPD ,ATLDRK,ARREST
23219627,2023,SPD ,ATLDRK,ARREST
23219641,2023,SPD ,ATL   ,ARREST
23219970,2023,SPD ,SUSPSU,ARREST
23220070,2023,SPD ,TRFSTP,ARREST
23220282,2023,SPD ,SUSPSU,ARREST
23220560,2023,SPD ,TRFSTP,ARREST
23220570,2023,SPD ,INTXSU,ARREST
23220660,2023,SPD ,PERSTP,ARREST
23220726,2023,SPD ,DSRDSU,ARREST
23220730,2023,SPD ,INDEXP,ARREST
23220795,2023,SPD ,ILGLCA,ARREST
23220826,2023,SPD ,DSRDSU,ARREST
23221034,2023,SPD ,DSRDSU,ARREST
23221124,2023,SPD ,UUV   ,ARREST
23221309,2023,SPD ,VIORST,ARREST
23221366,2023,SPD ,TRSPS ,ARREST
23221700,2023,SPD ,TRFSTP,ARREST
23221796,2023,SPD ,TRSPS ,ARREST
23222431,2023,SPD ,TRSPS ,ARREST
23222508,2023,SPD ,LOCSUB,ARREST
23222535,2023,SPD ,PERSTP,ARREST
23222790,2023,SPD ,TRFSTP,ARREST
23222836,2023,SPD ,PERSTP,ARREST
23222919,2023,SPD ,TRSPS ,ARREST
23222945,2023,SPD ,DSRDSU,ARREST
23223422,2023,SPD ,FOLUP ,ARREST
23223456,2023,SPD ,DSRDSU,ARREST
23223463,2023,SPD ,ATLDRK,ARREST
23223675,2023,SPD ,TRSPS ,ARREST
23223812,2023,SPD ,SUISUB,ARREST
23224150,2023,SPD ,ILGLCA,ARREST
23224391,2023,SPD ,DSPUT ,ARREST
23224442,2023,SPD ,CHKWLF,ARREST
23224510,2023,SPD ,ATLDRK,ARREST
23224582,2023,SPD ,TRFSTP,ARREST
23224627,2023,SPD ,TRFSTP,ARREST
23224858,2023,SPD ,SUSPCO,ARREST
23224871,2023,SPD ,PTRLCK,ARREST
23224954,2023,SPD ,SUSPCO,ARREST
23224974,2023,SPD ,WARSER,ARREST
23225094,2023,SPD ,PTRLCK,ARREST
23225178,2023,SPD ,SUSPCO,ARREST
23225493,2023,SPD ,DSPUT ,ARREST
23225532,2023,SPD ,PERSTP,ARREST
23225627,2023,SPD ,TRFSTP,ARREST
23225684,2023,SPD ,DSPUT ,ARREST
23225825,2023,SPD ,ASLT  ,ARREST
23225948,2023,SPD ,VIORST,ARREST
23226216,2023,SPD ,PTRLCK,ARREST
23226229,2023,SPD ,FOLUP ,ARREST
23226524,2023,SPD ,SUSPCO,ARREST
23226600,2023,SPD ,TRFSTP,ARREST
23226890,2023,SPD ,TRFSTP,ARREST
23227203,2023,SPD ,TRFSTP,ARREST
23227562,2023,SPD ,REKDRI,ARREST
23227780,2023,SPD ,PERSTP,ARREST
23227799,2023,SPD ,DSRDSU,ARREST
23228203,2023,SPD ,ATLDRK,ARREST
23228632,2023,SPD ,PERSTP,ARREST
23228638,2023,SPD ,CHKWLF,ARREST
23228639,2023,SPD ,PERSTP,ARREST
23228981,2023,SPD ,DSRDSU,ARREST
23229014,2023,SPD ,CHKWLF,ARREST
23229037,2023,SPD ,SHOP  ,ARREST
23229676,2023,SPD ,TRFSTP,ARREST
23229754,2023,SPD ,PERSTP,ARREST
23229903,2023,SPD ,PERSTP,ARREST
23229943,2023,SPD ,TRSPS ,ARREST
23230332,2023,SPD ,VEHCHK,ARREST
23230448,2023,SPD ,VEHCHK,ARREST
23230481,2023,SPD ,PROWLR,ARREST
23230536,2023,SPD ,VEHCHK,ARREST
23230592,2023,SPD ,PTRLRQ,ARREST
23230830,2023,SPD ,LOCSUB,ARREST
23230909,2023,SPD ,TRFSTP,ARREST
23231082,2023,SPD ,INDEXP,ARREST
23231395,2023,SPD ,PTRLCK,ARREST
23231462,2023,SPD ,MENACE,ARREST
23231564,2023,SPD ,HARAS ,ARREST
23231598,2023,SPD ,CRMSCH,ARREST
23231614,2023,SPD ,ATLDRK,ARREST
23231695,2023,SPD ,LOCSUB,ARREST
23231854,2023,SPD ,TRSPS ,ARREST
23231996,2023,SPD ,PTRLCK,ARREST
23232129,2023,SPD ,LOCSUB,ARREST
23232537,2023,SPD ,TRSPS ,ARREST
23232615,2023,SPD ,THEFT ,ARREST
23232671,2023,SPD ,TRFSTP,ARREST
23232700,2023,SPD ,THEFT ,ARREST
23232890,2023,SPD ,INFOPD,ARREST
23233148,2023,SPD ,TRSPS ,ARREST
23233358,2023,SPD ,DSRDSU,ARREST
23233470,2023,SPD ,SHOP  ,ARREST
23233491,2023,SPD ,TRFSTP,ARREST
23233513,2023,SPD ,LOCSUB,ARREST
23233599,2023,SPD ,TRFSTP,ARREST
23233614,2023,SPD ,REKBUR,ARREST
23233680,2023,SPD ,THEFT ,ARREST
23233687,2023,SPD ,TRFSTP,ARREST
23233778,2023,SPD ,PERSTP,ARREST
23233803,2023,SPD ,PTRLRQ,ARREST
23233920,2023,SPD ,DSRDSU,ARREST
23234044,2023,SPD ,PTRLCK,ARREST
23234293,2023,SPD ,DSPUT ,ARREST
23234348,2023,SPD ,DSPUT ,ARREST
23234424,2023,SPD ,DSPUT ,ARREST
23234635,2023,SPD ,TRFHAZ,ARREST
23234718,2023,SPD ,DSRDSU,ARREST
23234815,2023,SPD ,LOCSUB,ARREST
23235985,2023,SPD ,TRSPS ,ARREST
23236007,2023,SPD ,LOCSUB,ARREST
23236291,2023,SPD ,THEFT ,ARREST
23236473,2023,SPD ,PTRLCK,ARREST
23236528,2023,SPD ,TRFSTP,ARREST
23236648,2023,SPD ,FOLUP ,ARREST
23237304,2023,SPD ,PERSTP,ARREST
23237325,2023,SPD ,PERSTP,ARREST
23237451,2023,SPD ,LOCSUB,ARREST
23237822,2023,SPD ,DSPTFM,ARREST
23237998,2023,SPD ,ACVEBK,ARREST
23238121,2023,SPD ,TRFHAZ,ARREST
23238295,2023,SPD ,DSRDSU,ARREST
23238326,2023,SPD ,TRSPS ,ARREST
23239142,2023,SPD ,TRFSTP,ARREST
23239189,2023,SPD ,LOCSUB,ARREST
23239489,2023,SPD ,ASLT  ,ARREST
23239662,2023,SPD ,DSPUT ,ARREST
23239969,2023,SPD ,TRFSTP,ARREST
23239991,2023,SPD ,TRSPS ,ARREST
23240094,2023,SPD ,SUISUB,ARREST
23240115,2023,SPD ,THEFT ,ARREST
23240380,2023,SPD ,PERSTP,ARREST
23240394,2023,SPD ,TRFSTP,ARREST
23240412,2023,SPD ,PTRLCK,ARREST
23240581,2023,SPD ,DSPUT ,ARREST
23240748,2023,SPD ,TRSPS ,ARREST
23240847,2023,SPD ,OD    ,ARREST
23240981,2023,SPD ,DSPUT ,ARREST
23241148,2023,SPD ,PTRLCK,ARREST
23241373,2023,SPD ,DSRDSU,ARREST
23241598,2023,SPD ,DSPUT ,ARREST
23241930,2023,SPD ,SUSPCO,ARREST
23242101,2023,SPD ,SUSPCO,ARREST
23242118,2023,SPD ,ATL   ,ARREST
23242163,2023,SPD ,SUSPCO,ARREST
23242368,2023,SPD ,TRFSTP,ARREST
23242734,2023,SPD ,TRFSTP,ARREST
23242769,2023,SPD ,VEHCHK,ARREST
23242803,2023,SPD ,CHKWLF,ARREST
23242815,2023,SPD ,PTRLCK,ARREST
23243016,2023,SPD ,TRFSTP,ARREST
23243123,2023,SPD ,VEHCHK,ARREST
23243202,2023,SPD ,REKBUR,ARREST
23243379,2023,SPD ,TRFSTP,ARREST
23243395,2023,SPD ,LOCSUB,ARREST
23243500,2023,SPD ,THEFT ,ARREST
23243522,2023,SPD ,THEFT ,ARREST
23243571,2023,SPD ,HARAS ,ARREST
23243831,2023,SPD ,SHOP  ,ARREST
23243898,2023,SPD ,THEFT ,ARREST
23244019,2023,SPD ,PERSTP,ARREST
23244024,2023,SPD ,TRFSTP,ARREST
23244040,2023,SPD ,UNKNPR,ARREST
23244164,2023,SPD ,TRFSTP,ARREST
23244219,2023,SPD ,TRSPS ,ARREST
23244222,2023,SPD ,SUSPCO,ARREST
23244410,2023,SPD ,TRFSTP,ARREST
23244571,2023,SPD ,TRSPS ,ARREST
23244582,2023,SPD ,LOCSUB,ARREST
23244796,2023,SPD ,DSPUT ,ARREST
23245068,2023,SPD ,TRSPS ,ARREST
23245125,2023,SPD ,VEHCHK,ARREST
23245209,2023,SPD ,PERSTP,ARREST
23245371,2023,SPD ,TRSPS ,ARREST
23245374,2023,SPD ,PTRLCK,ARREST
23245607,2023,SPD ,DSPUT ,ARREST
23245902,2023,SPD ,ASLT  ,ARREST
23245966,2023,SPD ,DSRDSU,ARREST
23246152,2023,SPD ,REKDRI,ARREST
23246710,2023,SPD ,DSPUT ,ARREST
23246765,2023,SPD ,LOCVEH,ARREST
23246790,2023,SPD ,PERSTP,ARREST
23246997,2023,SPD ,TRFSTP,ARREST
23247032,2023,SPD ,PERSTP,ARREST
23247081,2023,SPD ,CHKWLF,ARREST
23247169,2023,SPD ,TRFSTP,ARREST
23247627,2023,SPD ,THEFT ,ARREST
23247749,2023,SPD ,DSPUT ,ARREST
23247795,2023,SPD ,THEFT ,ARREST
23247810,2023,SPD ,WARSER,ARREST
23247839,2023,SPD ,ATLDRK,ARREST
23248249,2023,SPD ,PTRLCK,ARREST
23248383,2023,SPD ,TRSPS ,ARREST
23248499,2023,SPD ,TRFSTP,ARREST
23248638,2023,SPD ,ASTPUB,ARREST
23248665,2023,SPD ,TRFSTP,ARREST
23249205,2023,SPD ,PTRLCK,ARREST
23249260,2023,SPD ,FOLUP ,ARREST
23249451,2023,SPD ,TRFHAZ,ARREST
23249815,2023,SPD ,TRFSTP,ARREST
23250212,2023,SPD ,ILGLCA,ARREST
23250302,2023,SPD ,LOCSUB,ARREST
23250516,2023,SPD ,PERSTP,ARREST
23250535,2023,SPD ,LOCSUB,ARREST
23250602,2023,SPD ,DRUGIN,ARREST
23250604,2023,SPD ,WARSER,ARREST
23250688,2023,SPD ,TRFSTP,ARREST
23251134,2023,SPD ,TRSPS ,ARREST
23251574,2023,SPD ,WARSER,ARREST
23251578,2023,SPD ,TRFSTP,ARREST
23251768,2023,SPD ,FOLUP ,ARREST
23252491,2023,SPD ,LOCSUB,ARREST
23252612,2023,SPD ,DSPUT ,ARREST
23252618,2023,SPD ,DSPUT ,ARREST
23252750,2023,SPD ,MENACE,ARREST
23252960,2023,SPD ,ARMDDS,ARREST
23252982,2023,SPD ,ARMDDS,ARREST
23253114,2023,SPD ,DSPUT ,ARREST
23253173,2023,SPD ,CHKWLF,ARREST
23253273,2023,SPD ,TRSPS ,ARREST
23253509,2023,SPD ,ROB   ,ARREST
23253956,2023,SPD ,ATLDRK,ARREST
23253995,2023,SPD ,FLGDWN,ARREST
23254161,2023,SPD ,DSRDSU,ARREST
23254489,2023,SPD ,ASLT  ,ARREST
23254564,2023,SPD ,TRSPS ,ARREST
23254747,2023,SPD ,DSPUT ,ARREST
23254771,2023,SPD ,ASLT  ,ARREST
23254783,2023,SPD ,DSPUT ,ARREST
23254847,2023,SPD ,LOCSUB,ARREST
23255005,2023,SPD ,PTRLCK,ARREST
23255116,2023,SPD ,VEHCHK,ARREST
23255300,2023,SPD ,LOCSUB,ARREST
23255320,2023,SPD ,LOCSUB,ARREST
23255416,2023,SPD ,DSPUT ,ARREST
23255495,2023,SPD ,DSPUT ,ARREST
23255638,2023,SPD ,TRFHAZ,ARREST
23255736,2023,SPD ,PROWLR,ARREST
23255956,2023,SPD ,FOLUP ,ARREST
23255965,2023,SPD ,PTRLCK,ARREST
23256085,2023,SPD ,ASTPUB,ARREST
23256096,2023,SPD ,CHKWLF,ARREST
23256173,2023,SPD ,INDEXP,ARREST
23256620,2023,SPD ,FOLUP ,ARREST
23256706,2023,SPD ,THFTSE,ARREST
23256712,2023,SPD ,PERSTP,ARREST
23256744,2023,SPD ,UNKNPR,ARREST
23257087,2023,SPD ,TRSPS ,ARREST
23257744,2023,SPD ,DSPUT ,ARREST
23257885,2023,SPD ,TRSPS ,ARREST
23257915,2023,SPD ,PTRLCK,ARREST
23258516,2023,SPD ,SUSPCO,ARREST
23258851,2023,SPD ,LOCSUB,ARREST
23258919,2023,SPD ,TRSPS ,ARREST
23258989,2023,SPD ,TRSPS ,ARREST
23259052,2023,SPD ,PTRLCK,ARREST
23259252,2023,SPD ,TRSPS ,ARREST
23259281,2023,SPD ,DSRDSU,ARREST
23259520,2023,SPD ,CHKWLF,ARREST
23259747,2023,SPD ,TRFSTP,ARREST
23260261,2023,SPD ,TRSPS ,ARREST
23260273,2023,SPD ,THEFT ,ARREST
23260302,2023,SPD ,POISON,ARREST
23260679,2023,SPD ,TRFSTP,ARREST
23260730,2023,SPD ,TRFSTP,ARREST
23260844,2023,SPD ,ATLDRK,ARREST
23260847,2023,SPD ,PTRLCK,ARREST
23261032,2023,SPD ,LOCSUB,ARREST
23261097,2023,SPD ,TRSPS ,ARREST
23261501,2023,SPD ,ASTOSP,ARREST
23261582,2023,SPD ,TRSPS ,ARREST
23262127,2023,SPD ,DSPTFM,ARREST
23262267,2023,SPD ,TRFSTP,ARREST
23262318,2023,SPD ,CHKWLF,ARREST
23262961,2023,SPD ,PTRLCK,ARREST
23263224,2023,SPD ,ALMAUD,ARREST
23263297,2023,SPD ,TRSPS ,ARREST
23263438,2023,SPD ,TRFSTP,ARREST
23263498,2023,SPD ,PTRLCK,ARREST
23263583,2023,SPD ,DSRDSU,ARREST
23263852,2023,SPD ,PTRLCK,ARREST
23263997,2023,SPD ,TRFSTP,ARREST
23264923,2023,SPD ,DSRDSU,ARREST
23264979,2023,SPD ,WEAPOF,ARREST
23264995,2023,SPD ,LOCSUB,ARREST
23265059,2023,SPD ,DSRDSU,ARREST
23265128,2023,SPD ,PTRLCK,ARREST
23265198,2023,SPD ,ATLDRK,ARREST
23266088,2023,SPD ,TRFSTP,ARREST
23266142,2023,SPD ,TRAN  ,ARREST
23266153,2023,SPD ,LOCSUB,ARREST
23266328,2023,SPD ,TRSPS ,ARREST
23266459,2023,SPD ,FOLUP ,ARREST
23266461,2023,SPD ,DSPUT ,ARREST
23266502,2023,SPD ,PERSTP,ARREST
23266622,2023,SPD ,TRFSTP,ARREST
23266693,2023,SPD ,FOLUP ,ARREST
23267235,2023,SPD ,PERSTP,ARREST
23267271,2023,SPD ,FNDCHL,ARREST
23267414,2023,SPD ,FNDPRO,ARREST
23267515,2023,SPD ,ATLDRK,ARREST
23267550,2023,SPD ,ATLDRK,ARREST
23267590,2023,SPD ,TRFSTP,ARREST
23268203,2023,SPD ,TRSPS ,ARREST
23268308,2023,SPD ,SUSPCO,ARREST
23268322,2023,SPD ,TRSPS ,ARREST
23268804,2023,SPD ,CARDAR,ARREST
23268998,2023,SPD ,SUBJDO,ARREST
23269092,2023,SPD ,UUV   ,ARREST
23269153,2023,SPD ,ASTPUB,ARREST
23269261,2023,SPD ,TRFSTP,ARREST
23269287,2023,SPD ,PERSTP,ARREST
23269554,2023,SPD ,ILGLCA,ARREST
23269558,2023,SPD ,LOCVEH,ARREST
23269659,2023,SPD ,TRFSTP,ARREST
23269708,2023,SPD ,PTRLCK,ARREST
23269745,2023,SPD ,LOCSUB,ARREST
23269932,2023,SPD ,SUBJDO,ARREST
23269966,2023,SPD ,TRSPS ,ARREST
23270050,2023,SPD ,SUISUB,ARREST
23270111,2023,SPD ,TRSPS ,ARREST
23270347,2023,SPD ,SUSPCO,ARREST
23270365,2023,SPD ,LOCSUB,ARREST
23270613,2023,SPD ,DSRDSU,ARREST
23270623,2023,SPD ,TRSPS ,ARREST
23270676,2023,SPD ,ASTPUB,ARREST
23270710,2023,SPD ,SUSPCO,ARREST
23270838,2023,SPD ,DSRDSU,ARREST
23270842,2023,SPD ,SUSPCO,ARREST
23271024,2023,SPD ,TRFSTP,ARREST
23271151,2023,SPD ,DSPUT ,ARREST
23271408,2023,SPD ,PTRLCK,ARREST
23271700,2023,SPD ,THEFT ,ARREST
23272056,2023,SPD ,SUSPSU,ARREST
23272192,2023,SPD ,TRFHAZ,ARREST
23272236,2023,SPD ,PERSTP,ARREST
23272323,2023,SPD ,LOCSUB,ARREST
23272562,2023,SPD ,DSPUT ,ARREST
23272794,2023,SPD ,DSPUT ,ARREST
23272898,2023,SPD ,VEHCHK,ARREST
23273289,2023,SPD ,DSPUT ,ARREST
23273291,2023,SPD ,ATLDRK,ARREST
23273376,2023,SPD ,DSPUT ,ARREST
23273549,2023,SPD ,PTRLCK,ARREST
23273887,2023,SPD ,PERSTP,ARREST
23274118,2023,SPD ,DSRDSU,ARREST
23274216,2023,SPD ,CRMSCH,ARREST
23274429,2023,SPD ,CHKWLF,ARREST
23274511,2023,SPD ,DSPUT ,ARREST
23274835,2023,SPD ,FOLUP ,ARREST
23274895,2023,SPD ,THEFT ,ARREST
23274903,2023,SPD ,CHKWLF,ARREST
23275006,2023,SPD ,CHKWLF,ARREST
23275390,2023,SPD ,DSRDSU,ARREST
23275460,2023,SPD ,VIORST,ARREST
23275743,2023,SPD ,DSPUT ,ARREST
23275939,2023,SPD ,PERSTP,ARREST
23276016,2023,SPD ,PERSTP,ARREST
23276029,2023,SPD ,DSRDSU,ARREST
23276035,2023,SPD ,HR    ,ARREST
23276101,2023,SPD ,TRFSTP,ARREST
23276530,2023,SPD ,DSRDSU,ARREST
23276771,2023,SPD ,PTRLCK,ARREST
23276826,2023,SPD ,ATLDRK,ARREST
23276992,2023,SPD ,PERSTP,ARREST
23277324,2023,SPD ,FOLUP ,ARREST
23277406,2023,SPD ,THEFT ,ARREST
23277425,2023,SPD ,THEFT ,ARREST
23277647,2023,SPD ,TRSPS ,ARREST
23277706,2023,SPD ,DSPUT ,ARREST
23277848,2023,SPD ,MVAINJ,ARREST
23277895,2023,SPD ,TRFSTP,ARREST
23277901,2023,SPD ,DSPUT ,ARREST
23278009,2023,SPD ,TRSPS ,ARREST
23278118,2023,SPD ,PTRLCK,ARREST
23278457,2023,SPD ,TRSPS ,ARREST
23278488,2023,SPD ,TRSPS ,ARREST
23278744,2023,SPD ,TRFSTP,ARREST
23278768,2023,SPD ,PTRLRQ,ARREST
23278826,2023,SPD ,DSPUT ,ARREST
23278988,2023,SPD ,TRSPS ,ARREST
23279725,2023,SPD ,TRFSTP,ARREST
23279995,2023,SPD ,WARSER,ARREST
23280009,2023,SPD ,MVAUNK,ARREST
23280201,2023,SPD ,PTRLCK,ARREST
23280752,2023,SPD ,DSPUT ,ARREST
23280876,2023,SPD ,ALMAUD,ARREST
23280910,2023,SPD ,FIGHT ,ARREST
23281117,2023,SPD ,PTRLCK,ARREST
23281291,2023,SPD ,TRFSTP,ARREST
23281379,2023,SPD ,TRSPS ,ARREST
23281719,2023,SPD ,TRFSTP,ARREST
23281746,2023,SPD ,TRFSTP,ARREST
23281932,2023,SPD ,THEFT ,ARREST
23282237,2023,SPD ,TRSPS ,ARREST
23282623,2023,SPD ,TRFSTP,ARREST
23282625,2023,SPD ,PERSTP,ARREST
23282710,2023,SPD ,TRFSTP,ARREST
23283051,2023,SPD ,LOCSUB,ARREST
23283105,2023,SPD ,TRFSTP,ARREST
23283614,2023,SPD ,TRFSTP,ARREST
23283684,2023,SPD ,TRSPS ,ARREST
23283697,2023,SPD ,ASLTIN,ARREST
23283712,2023,SPD ,SUSPCO,ARREST
23284062,2023,SPD ,TRSPS ,ARREST
23284097,2023,SPD ,TRSPS ,ARREST
23284166,2023,SPD ,TRSPS ,ARREST
23284188,2023,SPD ,ATLDRK,ARREST
23284230,2023,SPD ,DSRDSU,ARREST
23284426,2023,SPD ,ATLDRK,ARREST
23284492,2023,SPD ,FOLUP ,ARREST
23284831,2023,SPD ,LOCSUB,ARREST
23284909,2023,SPD ,PTRLCK,ARREST
23285109,2023,SPD ,PERSTP,ARREST
23285426,2023,SPD ,THEFT ,ARREST
23285572,2023,SPD ,TRFSTP,ARREST
23285851,2023,SPD ,LOCSUB,ARREST
23285889,2023,SPD ,DSRDSU,ARREST
23286287,2023,SPD ,LOCMIS,ARREST
23286336,2023,SPD ,DSPUT ,ARREST
23286534,2023,SPD ,TRFSTP,ARREST
23286666,2023,SPD ,SUSPSU,ARREST
23286849,2023,SPD ,MVAUNK,ARREST
23287043,2023,SPD ,PTRLCK,ARREST
23287176,2023,SPD ,DSPUT ,ARREST
23287417,2023,SPD ,DSRDSU,ARREST
23287641,2023,SPD ,TRFSTP,ARREST
23287775,2023,SPD ,DUII  ,ARREST
23287804,2023,SPD ,TRFSTP,ARREST
23287819,2023,SPD ,SUSPSU,ARREST
23287906,2023,SPD ,TRSPS ,ARREST
23288047,2023,SPD ,PERSTP,ARREST
23288288,2023,SPD ,FOLUP ,ARREST
23288355,2023,SPD ,CHKWLF,ARREST
23288356,2023,SPD ,PERSTP,ARREST
23288499,2023,SPD ,DSPUT ,ARREST
23288561,2023,SPD ,TRFSTP,ARREST
23288582,2023,SPD ,PERSTP,ARREST
23288869,2023,SPD ,SUSPCO,ARREST
23288934,2023,SPD ,DSPUT ,ARREST
23289126,2023,SPD ,TRSPS ,ARREST
23289305,2023,SPD ,MVAUNK,ARREST
23289358,2023,SPD ,PERSTP,ARREST
23289469,2023,SPD ,PTRLCK,ARREST
23289502,2023,SPD ,DSPUT ,ARREST
23289573,2023,SPD ,DSRDSU,ARREST
23289583,2023,SPD ,CHKWLF,ARREST
23289663,2023,SPD ,PTRLCK,ARREST
23289770,2023,SPD ,PURSUT,ARREST
23289885,2023,SPD ,THEFT ,ARREST
23289935,2023,SPD ,PTRLCK,ARREST
23290034,2023,SPD ,THFTBK,ARREST
23290242,2023,SPD ,VEHCHK,ARREST
23290315,2023,SPD ,TRSPS ,ARREST
23290668,2023,SPD ,TRFSTP,ARREST
23290784,2023,SPD ,FORG  ,ARREST
23290916,2023,SPD ,HARAS ,ARREST
23290946,2023,SPD ,THEFT ,ARREST
23290965,2023,SPD ,ASTPUB,ARREST
23291233,2023,SPD ,TRFSTP,ARREST
23291762,2023,SPD ,TRSPS ,ARREST
23291891,2023,SPD ,TRSPS ,ARREST
23292103,2023,SPD ,ASTPUB,ARREST
23292164,2023,SPD ,DSRDSU,ARREST
23292856,2023,SPD ,FLGDWN,ARREST
23293023,2023,SPD ,ATLDRK,ARREST
23293086,2023,SPD ,PERSTP,ARREST
23293222,2023,SPD ,TRFSTP,ARREST
23293233,2023,SPD ,DSRDSU,ARREST
23293278,2023,SPD ,TRSPS ,ARREST
23293289,2023,SPD ,DSRDSU,ARREST
23293331,2023,SPD ,PERSTP,ARREST
23293487,2023,SPD ,TRFSTP,ARREST
23293562,2023,SPD ,PTRLCK,ARREST
23293616,2023,SPD ,ASLT  ,ARREST
23293884,2023,SPD ,DSPUT ,ARREST
23293888,2023,SPD ,TRFSTP,ARREST
23294115,2023,SPD ,LOCSUB,ARREST
23294248,2023,SPD ,PTRLCK,ARREST
23294363,2023,SPD ,DSRDSU,ARREST
23294411,2023,SPD ,PERSTP,ARREST
23294468,2023,SPD ,SUSPSU,ARREST
23294502,2023,SPD ,PTRLCK,ARREST
23294796,2023,SPD ,SUSPCO,ARREST
23294861,2023,SPD ,DSPUT ,ARREST
23295042,2023,SPD ,FOLUP ,ARREST
23295066,2023,SPD ,TRFSTP,ARREST
23295127,2023,SPD ,TRFSTP,ARREST
23295137,2023,SPD ,TRFSTP,ARREST
23295139,2023,SPD ,TRFSTP,ARREST
23295594,2023,SPD ,THEFT ,ARREST
23295773,2023,SPD ,DSPUT ,ARREST
23295866,2023,SPD ,TRSPS ,ARREST
23296132,2023,SPD ,FOLUP ,ARREST
23296557,2023,SPD ,ASLT  ,ARREST
23296613,2023,SPD ,MVANO ,ARREST
23296858,2023,SPD ,INCALL,ARREST
23296912,2023,SPD ,DSRDSU,ARREST
23296965,2023,SPD ,LOCSUB,ARREST
23297039,2023,SPD ,CHKWLF,ARREST
23297083,2023,SPD ,TRSPS ,ARREST
23297340,2023,SPD ,DSPUT ,ARREST
23297426,2023,SPD ,DSPUT ,ARREST
23297598,2023,SPD ,FOLUP ,ARREST
23297765,2023,SPD ,TRFSTP,ARREST
23297882,2023,SPD ,PERSTP,ARREST
23298010,2023,SPD ,THEFT ,ARREST
23298434,2023,SPD ,ASLT  ,ARREST
23298529,2023,SPD ,CHKWLF,ARREST
23298669,2023,SPD ,TRFSTP,ARREST
23299207,2023,SPD ,TRSPS ,ARREST
23299354,2023,SPD ,TRFSTP,ARREST
23299791,2023,SPD ,ATLDRK,ARREST
23299849,2023,SPD ,LOCVEH,ARREST
23299868,2023,SPD ,PROWLR,ARREST
23299910,2023,SPD ,PTRLCK,ARREST
23299944,2023,SPD ,UNKNPR,ARREST
23300004,2023,SPD ,ROB   ,ARREST
23300034,2023,SPD ,DSRDSU,ARREST
23300087,2023,SPD ,FOLUP ,ARREST
23300416,2023,SPD ,DSPUT ,ARREST
23300560,2023,SPD ,DSPUT ,ARREST
23300640,2023,SPD ,DSPUT ,ARREST
23300673,2023,SPD ,DSPUT ,ARREST
23300754,2023,SPD ,TRFSTP,ARREST
23300802,2023,SPD ,DSPUT ,ARREST
23300832,2023,SPD ,ATLDRK,ARREST
23300932,2023,SPD ,TRSPS ,ARREST
23300997,2023,SPD ,UNKNPR,ARREST
23301009,2023,SPD ,UNKNPR,ARREST
23301237,2023,SPD ,DSRDSU,ARREST
23301519,2023,SPD ,FOLUP ,ARREST
23301672,2023,SPD ,TRSPS ,ARREST
23302573,2023,SPD ,SUSPSU,ARREST
23302592,2023,SPD ,TRSPS ,ARREST
23302662,2023,SPD ,TRSPS ,ARREST
23302715,2023,SPD ,SUSPCO,ARREST
23303148,2023,SPD ,DSPUT ,ARREST
23303397,2023,SPD ,DSPUT ,ARREST
23303982,2023,SPD ,DSPUT ,ARREST
23304310,2023,SPD ,TRFSTP,ARREST
23304365,2023,SPD ,TRFSTP,ARREST
23304485,2023,SPD ,TRFHAZ,ARREST
23304565,2023,SPD ,CRMSCH,ARREST
