Incident Number,Year,Responding Agency,Initial Call Type,Final Call Type
23304744,2023,SPD ,SUSPSU,ARREST
23305280,2023,SPD ,ASLT  ,ARREST
23305321,2023,SPD ,DSRDSU,ARREST
23305391,2023,SPD ,TRSPS ,ARREST
23306200,2023,SPD ,PERSTP,ARREST
23306233,2023,SPD ,TRFSTP,ARREST
23306329,2023,SPD ,TRFSTP,ARREST
23306408,2023,SPD ,SUSPSU,ARREST
23306635,2023,SPD ,DSPUT ,ARREST
23307107,2023,SPD ,CRMSCH,ARREST
23307151,2023,SPD ,DSRDSU,ARREST
23307283,2023,SPD ,TRFSTP,ARREST
23307323,2023,SPD ,ROB   ,ARREST
23307436,2023,SPD ,SUSPSU,ARREST
23307612,2023,SPD ,PTRLCK,ARREST
23307676,2023,SPD ,THEFT ,ARREST
23307722,2023,SPD ,ATL   ,ARREST
23307809,2023,SPD ,THEFT ,ARREST
23307822,2023,SPD ,LOCSUB,ARREST
23307977,2023,SPD ,TRFSTP,ARREST
23308038,2023,SPD ,LOCVEH,ARREST
23308469,2023,SPD ,FOLUP ,ARREST
23308789,2023,SPD ,TRSPS ,ARREST
23308933,2023,SPD ,TRSPS ,ARREST
23308971,2023,SPD ,PTRLCK,ARREST
23309014,2023,SPD ,TRFSTP,ARREST
23309251,2023,SPD ,DSRDSU,ARREST
23309283,2023,SPD ,LOCSUB,ARREST
23309388,2023,SPD ,TRFSTP,ARREST
23309794,2023,SPD ,TRSPS ,ARREST
23309828,2023,SPD ,PTRLCK,ARREST
23309902,2023,SPD ,PTRLCK,ARREST
23309920,2023,SPD ,TRFSTP,ARREST
23310359,2023,SPD ,FOLUP ,ARREST
23310551,2023,SPD ,WARSER,ARREST
23310588,2023,SPD ,TRSPS ,ARREST
23310751,2023,SPD ,TRFSTP,ARREST
23310814,2023,SPD ,PERSTP,ARREST
23311081,2023,SPD ,REQK9 ,ARREST
23311247,2023,SPD ,ASTPUB,ARREST
23311452,2023,SPD ,DSPTFM,ARREST
23311485,2023,SPD ,TRSPS ,ARREST
23311613,2023,SPD ,ATLDRK,ARREST
23311693,2023,SPD ,SUISUB,ARREST
23311802,2023,SPD ,DSRDSU,ARREST
23311970,2023,SPD ,TRFSTP,ARREST
23312608,2023,SPD ,THEFT ,ARREST
23312732,2023,SPD ,BURG  ,ARREST
23312841,2023,SPD ,TRFSTP,ARREST
23313030,2023,SPD ,FOLUP ,ARREST
23313062,2023,SPD ,DSRDSU,ARREST
23313097,2023,SPD ,LOCSUB,ARREST
23313339,2023,SPD ,CHKWLF,ARREST
23313599,2023,SPD ,TRFSTP,ARREST
23313742,2023,SPD ,DSPUT ,ARREST
23313746,2023,SPD ,VEHCHK,ARREST
23313794,2023,SPD ,TRSPS ,ARREST
23313980,2023,SPD ,CHKWLF,ARREST
23313988,2023,SPD ,MVAUNK,ARREST
23314348,2023,SPD ,TRFSTP,ARREST
23314425,2023,SPD ,ASTPUB,ARREST
23314498,2023,SPD ,LOCVEH,ARREST
23315147,2023,SPD ,PTRLCK,ARREST
23315215,2023,SPD ,THEFT ,ARREST
23315360,2023,SPD ,ANICRU,ARREST
23315594,2023,SPD ,TRSPS ,ARREST
23315753,2023,SPD ,CHKWLF,ARREST
23315779,2023,SPD ,TRSPS ,ARREST
23315885,2023,SPD ,LOCSUB,ARREST
23316155,2023,SPD ,LOCSUB,ARREST
23316315,2023,SPD ,TRFSTP,ARREST
23316412,2023,SPD ,DSRDSU,ARREST
23316523,2023,SPD ,PERSTP,ARREST
23316643,2023,SPD ,ASTPUB,ARREST
23316761,2023,SPD ,PTRLCK,ARREST
23317090,2023,SPD ,VIORST,ARREST
23317129,2023,SPD ,TRFSTP,ARREST
23317290,2023,SPD ,TRFSTP,ARREST
23317319,2023,SPD ,TRSPS ,ARREST
23317339,2023,SPD ,TRFSTP,ARREST
23317375,2023,SPD ,SUSPSU,ARREST
23317454,2023,SPD ,LOCSUB,ARREST
23317491,2023,SPD ,THEFT ,ARREST
23317632,2023,SPD ,THEFT ,ARREST
23317751,2023,SPD ,TRSPS ,ARREST
23317840,2023,SPD ,DSPUT ,ARREST
23317984,2023,SPD ,DSPUT ,ARREST
23318025,2023,SPD ,PERSTP,ARREST
23318156,2023,SPD ,DSPUT ,ARREST
23318211,2023,SPD ,DSPUT ,ARREST
23318458,2023,SPD ,DSPUT ,ARREST
23318569,2023,SPD ,TRSPS ,ARREST
23318576,2023,SPD ,TRFSTP,ARREST
23318682,2023,SPD ,TRSPS ,ARREST
23318798,2023,SPD ,TRSPS ,ARREST
23318909,2023,SPD ,ASLT  ,ARREST
23318910,2023,SPD ,HR    ,ARREST
23319041,2023,SPD ,FOLUP ,ARREST
23319260,2023,SPD ,SUSPCO,ARREST
23319443,2023,SPD ,ASLT  ,ARREST
23319578,2023,SPD ,DISVEH,ARREST
23319656,2023,SPD ,TRSPS ,ARREST
23319877,2023,SPD ,TRFSTP,ARREST
23320538,2023,SPD ,LOCVEH,ARREST
23320551,2023,SPD ,VEHCHK,ARREST
23320590,2023,SPD ,UNKNPR,ARREST
23320612,2023,SPD ,TRFSTP,ARREST
23320696,2023,SPD ,VIORST,ARREST
23321047,2023,SPD ,CHKWLF,ARREST
23321088,2023,SPD ,THEFT ,ARREST
23321206,2023,SPD ,PERSTP,ARREST
23321349,2023,SPD ,ASLT  ,ARREST
23321435,2023,SPD ,TRFSTP,ARREST
23321810,2023,SPD ,PERSTP,ARREST
23321924,2023,SPD ,LOCSUB,ARREST
23322071,2023,SPD ,TRSPS ,ARREST
23322234,2023,SPD ,DSPUT ,ARREST
23322262,2023,SPD ,PERSTP,ARREST
23322554,2023,SPD ,LOCSUB,ARREST
23322639,2023,SPD ,TRFSTP,ARREST
23322719,2023,SPD ,MVAUNK,ARREST
23322869,2023,SPD ,TRFHAZ,ARREST
23323040,2023,SPD ,TRFSTP,ARREST
23323066,2023,SPD ,DSPUT ,ARREST
23323090,2023,SPD ,TRSPS ,ARREST
23323146,2023,SPD ,TRFSTP,ARREST
23323179,2023,SPD ,LOCVEH,ARREST
23323188,2023,SPD ,MVAINJ,ARREST
23323192,2023,SPD ,VEHCHK,ARREST
23323788,2023,SPD ,PTRLCK,ARREST
23323935,2023,SPD ,MVANO ,ARREST
23324033,2023,SPD ,LOUDNO,ARREST
23324231,2023,SPD ,TRSPS ,ARREST
23324529,2023,SPD ,TRSPS ,ARREST
23324803,2023,SPD ,ATLDRK,ARREST
23325046,2023,SPD ,PERSTP,ARREST
23325051,2023,SPD ,TRFSTP,ARREST
23325630,2023,SPD ,MVAUNK,ARREST
23325740,2023,SPD ,LOCSUB,ARREST
23325803,2023,SPD ,THEFT ,ARREST
23325900,2023,SPD ,MIP   ,ARREST
23325973,2023,SPD ,LOCSUB,ARREST
23326139,2023,SPD ,HARAS ,ARREST
23326289,2023,SPD ,LOCSUB,ARREST
23326295,2023,SPD ,UNKNPR,ARREST
23326359,2023,SPD ,DSPUT ,ARREST
23326456,2023,SPD ,THEFT ,ARREST
23326827,2023,SPD ,PERSTP,ARREST
23327026,2023,SPD ,SRCWAR,ARREST
23327593,2023,SPD ,SHOP  ,ARREST
23327724,2023,SPD ,DSRDSU,ARREST
23327740,2023,SPD ,TRFSTP,ARREST
23327786,2023,SPD ,THEFT ,ARREST
23327802,2023,SPD ,DSRDSU,ARREST
23327839,2023,SPD ,PERSTP,ARREST
23328153,2023,SPD ,DSPUT ,ARREST
23328283,2023,SPD ,TRSPS ,ARREST
23328329,2023,SPD ,LOCSUB,ARREST
23328468,2023,SPD ,THEFT ,ARREST
23328505,2023,SPD ,DSPUT ,ARREST
23328627,2023,SPD ,DSPUT ,ARREST
23328698,2023,SPD ,WARSER,ARREST
23328730,2023,SPD ,DSPUT ,ARREST
23328745,2023,SPD ,TRSPS ,ARREST
23328768,2023,SPD ,PERSTP,ARREST
23328774,2023,SPD ,PERSTP,ARREST
23328832,2023,SPD ,TRSPS ,ARREST
23329242,2023,SPD ,ATLDRK,ARREST
23329284,2023,SPD ,VIORST,ARREST
23329388,2023,SPD ,PERSTP,ARREST
23329425,2023,SPD ,DSPUT ,ARREST
23329442,2023,SPD ,DSRDSU,ARREST
23329477,2023,SPD ,TRSPS ,ARREST
23329503,2023,SPD ,PROWLR,ARREST
23329543,2023,SPD ,TRSPS ,ARREST
23329566,2023,SPD ,TRFSTP,ARREST
23329627,2023,SPD ,TRFSTP,ARREST
23330025,2023,SPD ,THEFT ,ARREST
23330049,2023,SPD ,THEFT ,ARREST
23330287,2023,SPD ,ASTPUB,ARREST
23330496,2023,SPD ,FOLUP ,ARREST
23330733,2023,SPD ,FOLUP ,ARREST
23330745,2023,SPD ,DSRDSU,ARREST
23330847,2023,SPD ,PTRLCK,ARREST
23331018,2023,SPD ,DSRDSU,ARREST
23331292,2023,SPD ,TRAN  ,ARREST
23331817,2023,SPD ,CRMSCH,ARREST
23331889,2023,SPD ,MVAUNK,ARREST
23331992,2023,SPD ,TRSPS ,ARREST
23332130,2023,SPD ,SUSPCO,ARREST
23332217,2023,SPD ,ANICRU,ARREST
23332504,2023,SPD ,FOLUP ,ARREST
23333093,2023,SPD ,FOLUP ,ARREST
23333355,2023,SPD ,ASLT  ,ARREST
23333398,2023,SPD ,VEHCHK,ARREST
23333464,2023,SPD ,TRFSTP,ARREST
23333524,2023,SPD ,TRFSTP,ARREST
23333552,2023,SPD ,DSRDSU,ARREST
23333653,2023,SPD ,FOLUP ,ARREST
23333702,2023,SPD ,DSRDJU,ARREST
23334034,2023,SPD ,DSRDSU,ARREST
23334169,2023,SPD ,LOCSUB,ARREST
23334287,2023,SPD ,FOLUP ,ARREST
23334292,2023,SPD ,TRFSTP,ARREST
23334363,2023,SPD ,TRFSTP,ARREST
23334366,2023,SPD ,TRSPS ,ARREST
23334371,2023,SPD ,THFTSE,ARREST
23334379,2023,SPD ,PERSTP,ARREST
23334778,2023,SPD ,TRSPS ,ARREST
23334947,2023,SPD ,TRFSTP,ARREST
23335067,2023,SPD ,DSPUT ,ARREST
23335159,2023,SPD ,WARSER,ARREST
23335218,2023,SPD ,SPEDVE,ARREST
23335249,2023,SPD ,LOCSUB,ARREST
23335322,2023,SPD ,PERSTP,ARREST
23335944,2023,SPD ,ASLT  ,ARREST
23335973,2023,SPD ,DSRDSU,ARREST
23336076,2023,SPD ,TRFHAZ,ARREST
23336452,2023,SPD ,PTRLCK,ARREST
23336664,2023,SPD ,ROB   ,ARREST
23336753,2023,SPD ,CHKWLF,ARREST
23336803,2023,SPD ,CRMSCH,ARREST
23336838,2023,SPD ,SHTFIR,ARREST
23337074,2023,SPD ,TRFSTP,ARREST
23337090,2023,SPD ,PTRLCK,ARREST
23337184,2023,SPD ,DSPUT ,ARREST
23337198,2023,SPD ,DSPUT ,ARREST
23337211,2023,SPD ,ATLDRK,ARREST
23337259,2023,SPD ,TRFSTP,ARREST
23337527,2023,SPD ,DSPUT ,ARREST
23337702,2023,SPD ,FOLUP ,ARREST
23337858,2023,SPD ,WARSER,ARREST
23337934,2023,SPD ,TRSPS ,ARREST
23338111,2023,SPD ,FOLUP ,ARREST
23338155,2023,SPD ,TRFSTP,ARREST
23338297,2023,SPD ,TRFSTP,ARREST
23338522,2023,SPD ,PTRLCK,ARREST
23338841,2023,SPD ,TRSPS ,ARREST
23338977,2023,SPD ,DSPUT ,ARREST
23339051,2023,SPD ,TRFSTP,ARREST
23339060,2023,SPD ,FOLUP ,ARREST
23339109,2023,SPD ,PERSTP,ARREST
23339198,2023,SPD ,SHTFIR,ARREST
23339476,2023,SPD ,PTRLCK,ARREST
23339830,2023,SPD ,REKDRI,ARREST
23339921,2023,SPD ,ALMAUD,ARREST
23339971,2023,SPD ,ALMAUD,ARREST
23340000,2023,SPD ,PERSTP,ARREST
23340617,2023,SPD ,DSRDSU,ARREST
23340686,2023,SPD ,DSPUT ,ARREST
23340773,2023,SPD ,ATLDRK,ARREST
23340910,2023,SPD ,SUSPVE,ARREST
23341313,2023,SPD ,TRSPS ,ARREST
23341408,2023,SPD ,TRSPS ,ARREST
23341448,2023,SPD ,TRSPS ,ARREST
23341735,2023,SPD ,TRSPS ,ARREST
23342487,2023,SPD ,ROB   ,ARREST
23342553,2023,SPD ,TRSPS ,ARREST
23343091,2023,SPD ,FOLUP ,ARREST
23343192,2023,SPD ,TRSPS ,ARREST
23343267,2023,SPD ,ANICMP,ARREST
23343373,2023,SPD ,TRFCOM,ARREST
23343387,2023,SPD ,ATLDRK,ARREST
23343401,2023,SPD ,CHKWLF,ARREST
23343486,2023,SPD ,TRFSTP,ARREST
23343663,2023,SPD ,TRSPS ,ARREST
23343952,2023,SPD ,SUISUB,ARREST
23344106,2023,SPD ,MVANO ,ARREST
23344176,2023,SPD ,HR    ,ARREST
23344255,2023,SPD ,ATLDRK,ARREST
23344286,2023,SPD ,TRFSTP,ARREST
23344900,2023,SPD ,FOLUP ,ARREST
23344962,2023,SPD ,TRSPS ,ARREST
23345188,2023,SPD ,FOLUP ,ARREST
23345300,2023,SPD ,DSPUT ,ARREST
23345317,2023,SPD ,TRFSTP,ARREST
23345352,2023,SPD ,TRFSTP,ARREST
23345562,2023,SPD ,DSRDSU,ARREST
23345585,2023,SPD ,TRSPS ,ARREST
23345644,2023,SPD ,DSPUT ,ARREST
23346026,2023,SPD ,CHKWLF,ARREST
23346207,2023,SPD ,PERSTP,ARREST
23347159,2023,SPD ,THEFT ,ARREST
23347341,2023,SPD ,LOCSUB,ARREST
23347503,2023,SPD ,REKBUR,ARREST
23347535,2023,SPD ,DSPUT ,ARREST
23347546,2023,SPD ,TRSPS ,ARREST
23347607,2023,SPD ,TRFSTP,ARREST
23347970,2023,SPD ,FRAUD ,ARREST
23348442,2023,SPD ,SUSPCO,ARREST
23348671,2023,SPD ,THEFT ,ARREST
23348813,2023,SPD ,TRFSTP,ARREST
23348940,2023,SPD ,TRSPS ,ARREST
23349090,2023,SPD ,ATLDRK,ARREST
23349140,2023,SPD ,FIGHT ,ARREST
23349347,2023,SPD ,TRSPS ,ARREST
23349394,2023,SPD ,SUSPCO,ARREST
23349504,2023,SPD ,VEHCHK,ARREST
23349554,2023,SPD ,TRSPS ,ARREST
23349873,2023,SPD ,FOLUP ,ARREST
23350165,2023,SPD ,TRFSTP,ARREST
23350211,2023,SPD ,VEHCHK,ARREST
23350234,2023,SPD ,TRFSTP,ARREST
23350246,2023,SPD ,TRFSTP,ARREST
23350538,2023,SPD ,MENACE,ARREST
23350557,2023,SPD ,TRSPS ,ARREST
23350648,2023,SPD ,TRSPS ,ARREST
23350736,2023,SPD ,LOCVEH,ARREST
23350847,2023,SPD ,MVAUNK,ARREST
23350933,2023,SPD ,SUSPSU,ARREST
23350987,2023,SPD ,DSRDSU,ARREST
24000009,2024,SPD ,TRFSTP,ARREST
24000154,2024,SPD ,ATLDRK,ARREST
24000176,2024,SPD ,DSPUT ,ARREST
24000177,2024,SPD ,DSPUT ,ARREST
24000246,2024,SPD ,TRSPS ,ARREST
24000409,2024,SPD ,TRFSTP,ARREST
24000412,2024,SPD ,DSPUT ,ARREST
24000417,2024,SPD ,ASLT  ,ARREST
24000526,2024,SPD ,DSPUT ,ARREST
24000536,2024,SPD ,DSRDSU,ARREST
24000572,2024,SPD ,THEFT ,ARREST
24000763,2024,SPD ,SUSPCO,ARREST
24000776,2024,SPD ,TRFSTP,ARREST
24000936,2024,SPD ,VEHENT,ARREST
24001142,2024,SPD ,LOCSUB,ARREST
24001448,2024,SPD ,TRSPS ,ARREST
24001476,2024,SPD ,DSPTFM,ARREST
24001502,2024,SPD ,CHKWLF,ARREST
24001526,2024,SPD ,MVAUNK,ARREST
24001584,2024,SPD ,LOUDNO,ARREST
24001585,2024,SPD ,DSPUT ,ARREST
24001677,2024,SPD ,TRSPS ,ARREST
24001738,2024,SPD ,DSRDSU,ARREST
24001827,2024,SPD ,CHKWLF,ARREST
24002371,2024,SPD ,LOCSUB,ARREST
24002414,2024,SPD ,FOLUP ,ARREST
24002436,2024,SPD ,DSRDSU,ARREST
24002491,2024,SPD ,LOCSUB,ARREST
24002542,2024,SPD ,DSPUT ,ARREST
24002634,2024,SPD ,MVANO ,ARREST
24002772,2024,SPD ,DSRDSU,ARREST
24002845,2024,SPD ,LOCSUB,ARREST
24002949,2024,SPD ,ASLTIN,ARREST
24003266,2024,SPD ,TRSPS ,ARREST
24003357,2024,SPD ,TRSPS ,ARREST
24003521,2024,SPD ,DSPUT ,ARREST
24003787,2024,SPD ,THFTVE,ARREST
24003894,2024,SPD ,DSPUT ,ARREST
24004104,2024,SPD ,THEFT ,ARREST
24004233,2024,SPD ,TRFSTP,ARREST
24004254,2024,SPD ,DRVCMP,ARREST
24004497,2024,SPD ,TRFSTP,ARREST
24004700,2024,SPD ,VIOCOR,ARREST
24004961,2024,SPD ,DSPUT ,ARREST
24005028,2024,SPD ,UNKNPR,ARREST
24005232,2024,SPD ,DSPUT ,ARREST
24005261,2024,SPD ,PTRLCK,ARREST
24005278,2024,SPD ,PTRLCK,ARREST
24005320,2024,SPD ,THFTSE,ARREST
24005417,2024,SPD ,PTRLCK,ARREST
24005502,2024,SPD ,THEFT ,ARREST
24005545,2024,SPD ,TRSPS ,ARREST
24005670,2024,SPD ,THEFT ,ARREST
24005821,2024,SPD ,TRAN  ,ARREST
24005990,2024,SPD ,TRFSTP,ARREST
24005995,2024,SPD ,PTRLCK,ARREST
24006151,2024,SPD ,TRSPS ,ARREST
24006157,2024,SPD ,TRSPS ,ARREST
24006355,2024,SPD ,TRSPS ,ARREST
24006578,2024,SPD ,SUSPSU,ARREST
24006613,2024,SPD ,DSPUT ,ARREST
24006695,2024,SPD ,TRSPS ,ARREST
24006698,2024,SPD ,TRSPS ,ARREST
24006780,2024,SPD ,TRSPS ,ARREST
24006811,2024,SPD ,TRFSTP,ARREST
24006994,2024,SPD ,TRSPS ,ARREST
24007324,2024,SPD ,THEFT ,ARREST
24007661,2024,SPD ,ATLDRK,ARREST
24007684,2024,SPD ,MVAUNK,ARREST
24007718,2024,SPD ,MVAUNK,ARREST
24007947,2024,SPD ,SUSPCO,ARREST
24008416,2024,SPD ,CHKWLF,ARREST
24008433,2024,SPD ,VEHCHK,ARREST
24008438,2024,SPD ,TRFSTP,ARREST
24008470,2024,SPD ,TRFSTP,ARREST
24008621,2024,SPD ,LOCSUB,ARREST
24008777,2024,SPD ,THFTSE,ARREST
24008803,2024,SPD ,THFTSE,ARREST
24008846,2024,SPD ,TRSPS ,ARREST
24008894,2024,SPD ,SHOP  ,ARREST
24009037,2024,SPD ,DSRDSU,ARREST
24009195,2024,SPD ,TRFSTP,ARREST
24009449,2024,SPD ,SUSPSU,ARREST
24009820,2024,SPD ,THEFT ,ARREST
24009913,2024,SPD ,LOCSUB,ARREST
24010309,2024,SPD ,TRSPS ,ARREST
24010936,2024,SPD ,DSRDSU,ARREST
24013100,2024,SPD ,DSRDSU,ARREST
24013172,2024,SPD ,WARSER,ARREST
24013651,2024,SPD ,TRFSTP,ARREST
24013710,2024,SPD ,TRSPS ,ARREST
24014917,2024,SPD ,TRFSTP,ARREST
24015314,2024,SPD ,DSPUT ,ARREST
24015464,2024,SPD ,ASLT  ,ARREST
24017726,2024,SPD ,DSPUT ,ARREST
24017994,2024,SPD ,DSRDSU,ARREST
24018002,2024,SPD ,TRSPS ,ARREST
24018018,2024,SPD ,TRSPS ,ARREST
24018224,2024,SPD ,TRSPS ,ARREST
24018247,2024,SPD ,SUSPVE,ARREST
24018399,2024,SPD ,MENACE,ARREST
24018453,2024,SPD ,TRSPS ,ARREST
24018729,2024,SPD ,LOCVEH,ARREST
24018881,2024,SPD ,ATLDRK,ARREST
24018907,2024,SPD ,PTRLRQ,ARREST
24019400,2024,SPD ,DSRDSU,ARREST
24019588,2024,SPD ,ATLDRK,ARREST
24019798,2024,SPD ,ILGLBU,ARREST
24019872,2024,SPD ,TRSPS ,ARREST
24019932,2024,SPD ,LOCSUB,ARREST
24019933,2024,SPD ,VEHCHK,ARREST
24020035,2024,SPD ,TRFSTP,ARREST
24020175,2024,SPD ,LOCSUB,ARREST
24020276,2024,SPD ,DSPUT ,ARREST
24020286,2024,SPD ,TRSPS ,ARREST
24020562,2024,SPD ,WARSER,ARREST
24020584,2024,SPD ,LOCSUB,ARREST
24020589,2024,SPD ,TRFSTP,ARREST
24020672,2024,SPD ,DSPUT ,ARREST
24020789,2024,SPD ,LOCMIS,ARREST
24020900,2024,SPD ,DSPUT ,ARREST
24020989,2024,SPD ,DSPUT ,ARREST
24021145,2024,SPD ,HARAS ,ARREST
24021419,2024,SPD ,HRINJ ,ARREST
24021625,2024,SPD ,TRSPS ,ARREST
24021678,2024,SPD ,TRFSTP,ARREST
24021807,2024,SPD ,SUSPCO,ARREST
24021931,2024,SPD ,LOCSUB,ARREST
24022607,2024,SPD ,PERSTP,ARREST
24022805,2024,SPD ,CHKWLF,ARREST
24022993,2024,SPD ,DSPUT ,ARREST
24023399,2024,SPD ,VIORST,ARREST
24023427,2024,SPD ,SHOP  ,ARREST
24023489,2024,SPD ,DSPUT ,ARREST
24023540,2024,SPD ,DSRDSU,ARREST
24023725,2024,SPD ,HARAS ,ARREST
24023741,2024,SPD ,FOLUP ,ARREST
24024071,2024,SPD ,TRSPS ,ARREST
24024557,2024,SPD ,MVANO ,ARREST
24024589,2024,SPD ,SUSPSU,ARREST
24024623,2024,SPD ,DSPUT ,ARREST
24024636,2024,SPD ,PTRLCK,ARREST
24024783,2024,SPD ,LOCSUB,ARREST
24024932,2024,SPD ,VIORST,ARREST
24025439,2024,SPD ,DSPUT ,ARREST
24025632,2024,SPD ,THEFT ,ARREST
24025680,2024,SPD ,DSRDSU,ARREST
24025683,2024,SPD ,SHTFIR,ARREST
24025765,2024,SPD ,TRSPS ,ARREST
24025869,2024,SPD ,DSPUT ,ARREST
24025913,2024,SPD ,TRSPS ,ARREST
24026158,2024,SPD ,CRMSCH,ARREST
24026516,2024,SPD ,SUSPCO,ARREST
24026601,2024,SPD ,WARSER,ARREST
24026716,2024,SPD ,THEFT ,ARREST
24027073,2024,SPD ,LOCSUB,ARREST
24027641,2024,SPD ,TRSPS ,ARREST
24027974,2024,SPD ,THEFT ,ARREST
24028083,2024,SPD ,ATL   ,ARREST
24028143,2024,SPD ,WARSER,ARREST
24028225,2024,SPD ,DSRDSU,ARREST
24028268,2024,SPD ,TRSPS ,ARREST
24028421,2024,SPD ,DSPUT ,ARREST
24028686,2024,SPD ,ATLDRK,ARREST
24028837,2024,SPD ,DSPUT ,ARREST
24028861,2024,SPD ,ATL   ,ARREST
24028883,2024,SPD ,TRFSTP,ARREST
24028969,2024,SPD ,ATL   ,ARREST
24029028,2024,SPD ,TRAN  ,ARREST
24029095,2024,SPD ,PERSTP,ARREST
24029141,2024,SPD ,TRSPS ,ARREST
24029334,2024,SPD ,TRSPS ,ARREST
24029523,2024,SPD ,TRFSTP,ARREST
24029541,2024,SPD ,LOCSUB,ARREST
24029747,2024,SPD ,TRFSTP,ARREST
24030144,2024,SPD ,PERSTP,ARREST
24030211,2024,SPD ,SUSPCO,ARREST
24030583,2024,SPD ,PTRLCK,ARREST
24030638,2024,SPD ,HAZSAF,ARREST
24030640,2024,SPD ,DSPUT ,ARREST
24030936,2024,SPD ,PERSTP,ARREST
24031022,2024,SPD ,TRFSTP,ARREST
24031025,2024,SPD ,TRFSTP,ARREST
24031161,2024,SPD ,TRFSTP,ARREST
24031171,2024,SPD ,PERSTP,ARREST
24031201,2024,SPD ,ARMDSU,ARREST
24031374,2024,SPD ,LOCSUB,ARREST
24031388,2024,SPD ,TRSPS ,ARREST
24031534,2024,SPD ,TRSPS ,ARREST
24031993,2024,SPD ,TRSPS ,ARREST
24031994,2024,SPD ,TRFSTP,ARREST
24032061,2024,SPD ,DSRDSU,ARREST
24032107,2024,SPD ,CITZCN,ARREST
24032203,2024,SPD ,TRFSTP,ARREST
24032426,2024,SPD ,WARSER,ARREST
24032492,2024,SPD ,SUSPSU,ARREST
24032558,2024,SPD ,FLGDWN,ARREST
24032724,2024,SPD ,THEFT ,ARREST
24032874,2024,SPD ,TRSPS ,ARREST
24033085,2024,SPD ,VEHCHK,ARREST
24033167,2024,SPD ,TRFSTP,ARREST
24033219,2024,SPD ,TRFSTP,ARREST
24033247,2024,SPD ,TRFSTP,ARREST
24033715,2024,SPD ,CHLDAB,ARREST
24033965,2024,SPD ,DSPUT ,ARREST
24034031,2024,SPD ,TRSPS ,ARREST
24034212,2024,SPD ,TRFSTP,ARREST
24034281,2024,SPD ,TRSPS ,ARREST
24034404,2024,SPD ,DSRDSU,ARREST
24034637,2024,SPD ,ASLT  ,ARREST
24034804,2024,SPD ,TRSPS ,ARREST
24034812,2024,SPD ,TRSPS ,ARREST
24034819,2024,SPD ,TRSPS ,ARREST
24035477,2024,SPD ,FOLUP ,ARREST
24035555,2024,SPD ,TRSPS ,ARREST
24035572,2024,SPD ,TRSPS ,ARREST
24035586,2024,SPD ,DSPUT ,ARREST
24035690,2024,SPD ,TRFSTP,ARREST
24036410,2024,SPD ,TRFSTP,ARREST
24036453,2024,SPD ,TRFSTP,ARREST
24036564,2024,SPD ,PTRLCK,ARREST
24036664,2024,SPD ,TRSPS ,ARREST
24036913,2024,SPD ,TRSPS ,ARREST
24037125,2024,SPD ,FOLUP ,ARREST
24037235,2024,SPD ,ASTOUT,ARREST
24037346,2024,SPD ,TRFSTP,ARREST
24037411,2024,SPD ,TRFSTP,ARREST
24037762,2024,SPD ,PTRLCK,ARREST
24037961,2024,SPD ,PERSTP,ARREST
24038312,2024,SPD ,VEHCHK,ARREST
24038325,2024,SPD ,CHKWLF,ARREST
24038331,2024,SPD ,FOLUP ,ARREST
24038391,2024,SPD ,DISVEH,ARREST
24038429,2024,SPD ,PROWLR,ARREST
24038563,2024,SPD ,TRSPS ,ARREST
24038573,2024,SPD ,LOCSUB,ARREST
24038862,2024,SPD ,GSW   ,ARREST
24039134,2024,SPD ,LOCSUB,ARREST
24039195,2024,SPD ,TRSPS ,ARREST
24039243,2024,SPD ,TRFSTP,ARREST
24039282,2024,SPD ,DSPUT ,ARREST
24039359,2024,SPD ,TRFSTP,ARREST
24039369,2024,SPD ,TRFSTP,ARREST
24039483,2024,SPD ,FOLUP ,ARREST
24040120,2024,SPD ,DSPUT ,ARREST
24040236,2024,SPD ,SUSPSU,ARREST
24040474,2024,SPD ,DSPUT ,ARREST
24040506,2024,SPD ,SUSPCO,ARREST
24040509,2024,SPD ,TRSPS ,ARREST
24040600,2024,SPD ,TRFSTP,ARREST
24040791,2024,SPD ,TRFSTP,ARREST
24040908,2024,SPD ,TRFSTP,ARREST
24041042,2024,SPD ,TRSPS ,ARREST
24041138,2024,SPD ,CHKWLF,ARREST
24041671,2024,SPD ,SUSPSU,ARREST
24041789,2024,SPD ,PROWLR,ARREST
24041952,2024,SPD ,TRSPS ,ARREST
24042011,2024,SPD ,TRSPS ,ARREST
24042083,2024,SPD ,TRSPS ,ARREST
24042266,2024,SPD ,LOCSUB,ARREST
24042620,2024,SPD ,TRFSTP,ARREST
24042621,2024,SPD ,SUSPSU,ARREST
24043083,2024,SPD ,TRFSTP,ARREST
24043351,2024,SPD ,DSPUT ,ARREST
24043434,2024,SPD ,VEHCHK,ARREST
24043473,2024,SPD ,PERSTP,ARREST
24043821,2024,SPD ,TRSPS ,ARREST
24044112,2024,SPD ,TRSPS ,ARREST
24044215,2024,SPD ,TRSPS ,ARREST
24044371,2024,SPD ,DSPUT ,ARREST
24044374,2024,SPD ,TRFSTP,ARREST
24044596,2024,SPD ,VIORST,ARREST
24044755,2024,SPD ,TRAN  ,ARREST
24044774,2024,SPD ,SUSPSU,ARREST
24044780,2024,SPD ,TRSPS ,ARREST
24045166,2024,SPD ,HR    ,ARREST
